pin_code,low_risk_count_0,high_risk_count_1,total_customers,state,zone,district,latitude,longitude
521327,14,5,19,Andhra Pradesh,Vijayawada,Gudivada,16.499194009823217,81.0406929814067
209866,14,6,20,Uttar Pradesh,Kanpur,Kanpur Moffusil,26.294957485903986,80.82246688488388
521328,17,6,23,Andhra Pradesh,Vijayawada,Machilipatnam,15.985004678189778,81.04376117884996
522659,11,11,22,Andhra Pradesh,Vijayawada,Narasaraopet,15.968751569076536,79.6347168380873
209865,10,13,23,Uttar Pradesh,Kanpur,Kanpur Moffusil,26.35659496442088,80.63957857406837
221503,8,5,13,Uttar Pradesh,Prayagraj al Office,Prayagraj,25.394040607298496,82.21361346580736
743249,12,4,16,West Bengal,Kolkata,Barasat,22.923928406997863,88.70654387307711
521329,9,13,22,Andhra Pradesh,Vijayawada,Gudivada,16.406946114083482,81.18693589988287
209868,8,7,15,Uttar Pradesh,Kanpur,Kanpur Moffusil,26.88548907550438,80.19578925623308
389382,4,11,15,Gujarat,Vadodara,Panchmahals,22.629349490131666,74.09121979737566
221502,9,9,18,Uttar Pradesh,Prayagraj al Office,Prayagraj,25.350507256343278,82.27590913934019
209867,14,8,22,Uttar Pradesh,Kanpur,Kanpur Moffusil,26.33084013689729,80.74928526208932
743248,9,11,20,West Bengal,Kolkata,Barasat,22.765738105740866,88.5304320457916
160020,12,4,16,Punjab,,Chandigarh,30.71764945810745,76.7762811368669
533309,16,9,25,Andhra Pradesh,Visakhapatnam,Rajahmundry,16.741373217334708,81.94095093995908
209859,16,4,20,Uttar Pradesh,Kanpur,Kanpur Moffusil,26.584759759017054,80.76908538516078
533308,12,12,24,Andhra Pradesh,Visakhapatnam,Rajahmundry,16.8460747067652,81.93087661212618
533307,6,14,20,Andhra Pradesh,Visakhapatnam,Rajahmundry,16.781358444710897,81.94283423700266
533306,10,4,14,Andhra Pradesh,Visakhapatnam,Rajahmundry,16.70782464316624,82.04180009807375
522660,6,8,14,Andhra Pradesh,Vijayawada,Narasaraopet,15.938951571518947,79.77324921001309
521330,14,12,26,Andhra Pradesh,Vijayawada,Gudivada,16.382603116604585,81.0390093855969
533305,10,16,26,Andhra Pradesh,Visakhapatnam,Rajahmundry,16.744373524245198,81.9937975788207
522661,11,7,18,Andhra Pradesh,Vijayawada,Narasaraopet,16.253028536973755,79.8490736583706
521331,13,10,23,Andhra Pradesh,Vijayawada,Machilipatnam,16.319817734442704,81.09639423386274
123035,11,6,17,Haryana,,Gurgaon,28.377561362200503,76.63003977362071
522663,10,10,20,Andhra Pradesh,Vijayawada,Narasaraopet,16.251627934171818,79.64280484471891
743252,8,8,16,West Bengal,Kolkata,Barasat,22.882760432278342,88.74284527043937
521332,8,7,15,Andhra Pradesh,Vijayawada,Machilipatnam,16.299154299822522,81.05345377079236
743251,9,7,16,West Bengal,Kolkata,Barasat,23.145857199078062,88.82198581364497
521333,9,8,17,Andhra Pradesh,Vijayawada,Gudivada,16.56400312402617,81.22620017350994
520002,9,10,19,Andhra Pradesh,Vijayawada,Vijayawada,16.51251794827952,80.63165387935052
305631,15,13,28,Rajasthan,Ajmer,Beawar,25.98661376182292,74.42661136030031
520001,7,7,14,Andhra Pradesh,Vijayawada,Vijayawada,16.520708832706912,80.61211913023278
172002,14,9,23,Himachal Pradesh,,Rampur Bushahr,31.546273227528285,77.57974208290658
172001,11,10,21,Himachal Pradesh,,Rampur Bushahr,31.379017542800927,77.64186559633579
305630,9,13,22,Rajasthan,Ajmer,Beawar,26.110686395862384,74.60239007182886
160018,6,8,14,Punjab,,Chandigarh,30.73407924914583,76.78790819766931
160019,2,7,9,Punjab,,Chandigarh,30.728090303099567,76.80374248691662
520008,8,6,14,Andhra Pradesh,Vijayawada,Vijayawada,16.509998051534545,80.66493182113307
520007,10,9,19,Andhra Pradesh,Vijayawada,Vijayawada,16.493847563805858,80.68127515579648
160014,11,13,24,Punjab,,Chandigarh,30.761447623158165,76.73391520557051
160015,12,10,22,Punjab,,Chandigarh,30.749203185655496,76.77507482937031
520004,7,10,17,Andhra Pradesh,Vijayawada,Vijayawada,16.526868609922598,80.6633669673014
209871,13,9,22,Uttar Pradesh,Kanpur,Kanpur Moffusil,26.73566963612824,80.30017995176505
209870,11,4,15,Uttar Pradesh,Kanpur,Kanpur Moffusil,26.843398009793745,80.48005647756689
160017,6,9,15,Punjab,,Chandigarh,30.740019851451,76.78265481715927
520003,11,9,20,Andhra Pradesh,Vijayawada,Vijayawada,16.527738517214498,80.63235255177875
123031,10,9,19,Haryana,,Gurgaon,28.352010665505844,76.14580259422735
160011,11,13,24,Punjab,,Chandigarh,30.755966960528195,76.78646856660383
123034,10,6,16,Haryana,,Gurgaon,28.261047899455704,76.25176044239247
160012,13,6,19,Punjab,,Chandigarh,30.76600794259762,76.7801275984837
389370,9,9,18,Gujarat,Vadodara,Panchmahals,22.416416470211114,73.61704195953911
123029,9,4,13,Haryana,,Gurgaon,28.30879682776355,76.1210828447681
209869,10,13,23,Uttar Pradesh,Kanpur,Kanpur Moffusil,26.96007137251287,80.16460420002682
743268,6,14,20,West Bengal,Kolkata,Barasat,22.841140338107724,88.6481178840258
123028,10,10,20,Haryana,,Gurgaon,28.179263241043813,76.13605587665015
521340,11,13,24,Andhra Pradesh,Vijayawada,Gudivada,16.597524628905056,81.28459484838204
123024,13,9,22,Haryana,,Gurgaon,28.364043323136052,75.98620611077318
743263,12,7,19,West Bengal,Kolkata,Barasat,22.855378963500353,88.68518725316956
521343,10,10,20,Andhra Pradesh,Vijayawada,Gudivada,16.479664795901485,81.2242494558881
123027,4,5,9,Haryana,,Gurgaon,28.35002114659915,76.28274908394522
521344,11,11,22,Andhra Pradesh,Vijayawada,Gudivada,16.47235550976253,81.31998106372167
743262,7,13,20,West Bengal,Kolkata,Barasat,23.070808740860624,88.75175856735072
520013,10,8,18,Andhra Pradesh,Vijayawada,Vijayawada,16.492967959738486,80.63638600655251
520012,4,14,18,Andhra Pradesh,Vijayawada,Vijayawada,16.566283954082003,80.61049519373444
497114,6,8,14,Chattisgarh,,SURGUJA,22.708899483427263,83.48164396130348
520011,7,6,13,Andhra Pradesh,Vijayawada,Vijayawada,16.52570887556028,80.64278112676725
520010,5,7,12,Andhra Pradesh,Vijayawada,Vijayawada,16.500352403416237,80.64995932540812
497116,4,15,19,Chattisgarh,,SURGUJA,22.945898136964622,83.07255487533607
497117,11,4,15,Chattisgarh,,SURGUJA,22.892230475013168,82.91522708349413
497118,5,8,13,Chattisgarh,,SURGUJA,23.39847891234722,83.61967451185706
497119,6,4,10,Chattisgarh,,SURGUJA,23.579159193517174,83.67016861954122
814115,16,9,25,Jharkhand,,B.Deoghar,24.500531338145258,86.70014158416107
814116,17,10,27,Jharkhand,,B.Deoghar,24.475643143034443,86.67443551434252
814113,9,12,21,Jharkhand,,B.Deoghar,24.560778371396797,86.75361204140518
814114,6,15,21,Jharkhand,,B.Deoghar,24.397842492324155,86.67065462680482
135003,9,13,22,Haryana,,Ambala,30.20436289377743,77.28341732220267
814119,9,6,15,Jharkhand,,Santhal Parganas,24.206600011764614,87.30483367197327
135004,9,6,15,Haryana,,Ambala,30.079279791293146,77.28691827233341
209881,8,9,17,Uttar Pradesh,Kanpur,Kanpur Moffusil,26.803451242049032,80.66386107131574
497111,9,2,11,Chattisgarh,,SURGUJA,22.841118750848125,83.4011207813388
814118,7,12,19,Jharkhand,,B.Deoghar,24.384514968560246,87.08694752052172
814111,8,8,16,Jharkhand,,Santhal Parganas,24.538263002013604,87.52123733135944
814112,11,6,17,Jharkhand,,B.Deoghar,24.497463551681516,86.70266024489828
814110,11,10,21,Jharkhand,,Santhal Parganas,24.356608791487584,87.20214093176511
743235,12,8,20,West Bengal,Kolkata,Barasat,23.064806533128916,88.82603905328625
802136,13,7,20,Bihar,,Bhojpur,25.573159890000408,84.13981608005236
743234,11,10,21,West Bengal,Kolkata,Barasat,22.791266249751466,88.57436756875158
802135,10,7,17,Bihar,,Bhojpur,25.636855325362006,84.12813455754625
802134,13,9,22,Bihar,,Bhojpur,25.52692750760542,84.28791253364172
743233,5,7,12,West Bengal,Kolkata,Barasat,22.817411651479016,88.64247375678576
743232,5,13,18,West Bengal,Kolkata,Barasat,23.19414179938458,88.9205573390124
497101,7,12,19,Chattisgarh,,SURGUJA,23.062058064703006,83.44795582840207
802133,13,10,23,Bihar,,Bhojpur,25.589798294927657,84.14175156067662
802132,6,13,19,Bihar,,Rohtas,25.329916853296666,83.76243565027059
521390,11,9,20,Andhra Pradesh,Vijayawada,Gudivada,16.347847976171565,80.96435344172644
802131,9,5,14,Bihar,,Bhojpur,25.68440394622516,84.15348833975739
802130,12,12,24,Bihar,,Bhojpur,25.64169052782167,84.29057045484944
389390,8,9,17,Gujarat,Vadodara,Panchmahals,22.37660634975726,73.69695482385244
485112,9,6,15,Madhya Pradesh,Jabalpur,Satna,24.64764951307357,80.9871163989598
486445,9,10,19,Madhya Pradesh,Jabalpur,Rewa,24.81858298932627,81.1805626848822
485111,16,8,24,Madhya Pradesh,Jabalpur,Satna,24.584674864712472,81.04496382935896
485114,12,7,19,Madhya Pradesh,Jabalpur,Satna,24.640392347355657,80.87539810140068
485113,8,11,19,Madhya Pradesh,Jabalpur,Satna,24.559968281816403,80.92957580848659
147003,13,11,24,Punjab,,Patiala,30.34860116506965,76.41766877495371
486448,10,9,19,Madhya Pradesh,Jabalpur,Rewa,24.812573302183193,81.35738258442312
485115,12,10,22,Madhya Pradesh,Jabalpur,Satna,24.500044357628795,81.10509813029286
147002,11,6,17,Punjab,,Patiala,30.350306575916257,76.44522076698091
147001,7,19,26,Punjab,,Patiala,30.328587568491812,76.38571027366048
486446,10,11,21,Madhya Pradesh,Jabalpur,Rewa,24.66740165320334,81.24384511275976
814120,3,6,9,Jharkhand,,B.Deoghar,24.43521149219431,86.92920538631613
486447,12,9,21,Madhya Pradesh,Jabalpur,Rewa,24.928351976134742,81.37288078892783
743247,11,5,16,West Bengal,Kolkata,Barasat,22.8457816589999,88.80711475497692
743245,13,8,21,West Bengal,Kolkata,Barasat,22.973245212237934,88.8042403378394
486450,7,9,16,Madhya Pradesh,Jabalpur,Rewa,24.5565548806589,81.2010913385533
135021,12,13,25,Haryana,,Ambala,30.295753202688157,77.48354807089126
305621,6,13,19,Rajasthan,Ajmer,Beawar,26.126733209056628,74.69342278954107
305622,8,11,19,Rajasthan,Ajmer,Beawar,26.04441755366145,74.78714861688783
305623,10,6,16,Rajasthan,Ajmer,Beawar,26.093875210737504,74.49523011451141
306912,9,12,21,Rajasthan,Jodhpur,Pali,25.32932992328698,73.02902905922402
207241,12,11,23,Uttar Pradesh,Agra,Etah,27.702213946017224,78.75260116142584
207242,7,15,22,Uttar Pradesh,Agra,Etah,27.72531343989495,78.88663598046008
207243,11,8,19,Uttar Pradesh,Agra,Etah,27.66517437578846,79.025421380677
207244,11,8,19,Uttar Pradesh,Agra,Etah,27.568555718587312,79.16540275946262
533355,14,5,19,Andhra Pradesh,Visakhapatnam,Rajahmundry,16.74458796027298,82.04275268685376
533354,13,8,21,Andhra Pradesh,Visakhapatnam,Rajahmundry,17.305163022926447,81.69813566530465
521369,8,4,12,Andhra Pradesh,Vijayawada,Machilipatnam,16.311197914081568,81.20528973331203
207245,3,8,11,Uttar Pradesh,Agra,Etah,27.80035956530235,78.84284559851622
533353,9,11,20,Andhra Pradesh,Visakhapatnam,Rajahmundry,17.042195540704355,81.85533610156715
207246,18,3,21,Uttar Pradesh,Agra,Etah,27.63233343199171,78.85785434695957
207247,14,7,21,Uttar Pradesh,Agra,Etah,27.466792925286594,79.16620972486506
533352,10,9,19,Andhra Pradesh,Visakhapatnam,Rajahmundry,17.719916976830884,81.08440159708877
207248,5,8,13,Uttar Pradesh,Agra,Etah,27.536557488924593,78.94091059148418
533351,7,5,12,Andhra Pradesh,Visakhapatnam,Rajahmundry,17.616001474689437,81.13685080728149
533350,7,11,18,Andhra Pradesh,Visakhapatnam,Rajahmundry,17.61805577546895,81.2386056433398
207249,10,4,14,Uttar Pradesh,Agra,Etah,27.49641425595404,79.02128425004922
802115,17,7,24,Bihar,,Bhojpur,25.483127456339787,84.25068504031685
147007,7,15,22,Punjab,,Patiala,30.26637381415739,76.34971202734909
147006,10,11,21,Punjab,,Patiala,30.42890061304227,76.34420276480687
802114,9,6,15,Bihar,,Bhojpur,25.45653059026401,83.88911902634955
147005,14,6,20,Punjab,,Patiala,30.35079432494145,76.30678270834366
802113,10,12,22,Bihar,,Bhojpur,25.68470708380128,84.10161688848082
473118,7,1,8,Madhya Pradesh,,Guna,24.216895073013962,76.97794771211969
147004,7,7,14,Punjab,,Patiala,30.45552321333955,76.43035056668096
802112,11,10,21,Bihar,,Bhojpur,25.664706153543914,84.35127894580515
533349,9,11,20,Andhra Pradesh,Visakhapatnam,Rajahmundry,17.532428878160896,81.40299334421239
802119,12,8,20,Bihar,,Bhojpur,25.53191494758117,84.13636865345431
486440,7,6,13,Madhya Pradesh,Jabalpur,Rewa,24.648003463873074,81.34808342410214
486441,9,6,15,Madhya Pradesh,Jabalpur,Rewa,24.732015070072237,81.42862566615706
802118,12,14,26,Bihar,,Bhojpur,25.618825109055514,84.08361595407227
533348,5,5,10,Andhra Pradesh,Visakhapatnam,Rajahmundry,17.892308551832475,81.77394765741106
802117,7,7,14,Bihar,,Bhojpur,25.34775212020631,84.0227362822908
533347,9,10,19,Andhra Pradesh,Visakhapatnam,Rajahmundry,17.70681363965236,81.45767391081911
802116,13,5,18,Bihar,,Bhojpur,25.59744447241903,84.03174128280838
533346,12,12,24,Andhra Pradesh,Visakhapatnam,Rajahmundry,16.896377078713233,82.00344994551652
147008,3,10,13,Unknown,Unknown,Unknown,,
487770,9,11,20,Madhya Pradesh,,NARMADAPURAM,22.758263960807973,78.89290840387157
473112,12,6,18,Madhya Pradesh,,Guna,24.45848787332216,77.1552224576499
473113,11,8,19,Madhya Pradesh,,Guna,24.790565084989826,77.41259793204902
629501,2,7,9,Tamilnadu,"Southern , Madurai",Kanniyakumari,8.127458486907242,77.40854637212382
629502,11,6,17,Tamilnadu,"Southern , Madurai",Kanniyakumari,8.132432941646334,77.35692903751999
473110,7,12,19,Madhya Pradesh,,Guna,24.54617309569907,77.18799956114029
473111,9,10,19,Madhya Pradesh,,Guna,24.47876992584382,77.07826936817585
802111,12,4,16,Bihar,,Bhojpur,25.612859546726327,84.22943873117303
731233,14,9,23,West Bengal,Kolkata,Birbhum,24.127786603236927,87.77863698005798
731234,10,9,19,West Bengal,Kolkata,Birbhum,23.928870948790124,87.67339936654453
731235,9,11,20,West Bengal,Kolkata,Birbhum,23.691947882002065,87.69283725319022
473115,8,7,15,Madhya Pradesh,,Guna,24.159551508048697,77.0572085123634
731236,8,7,15,West Bengal,Kolkata,Birbhum,23.703218783325962,87.62376105931205
731237,8,8,16,West Bengal,Kolkata,Birbhum,24.280738056224422,87.95916045458385
814102,14,10,24,Jharkhand,,Santhal Parganas,24.54177127775868,87.25633156441211
731238,7,6,13,West Bengal,Kolkata,Birbhum,24.375781478059878,87.87954667888708
814103,13,11,24,Jharkhand,,Santhal Parganas,24.377803319675998,87.45952873643027
207250,11,7,18,Uttar Pradesh,Agra,Etah,27.371108775457706,79.21388131546288
147021,10,5,15,Punjab,,Patiala,30.36277225560446,76.49907731316515
814101,10,12,22,Jharkhand,,Santhal Parganas,24.27020208128341,87.2450781412166
802126,6,7,13,Bihar,,Bhojpur,25.462822986508687,84.15923657788066
802125,13,13,26,Bihar,,Bhojpur,25.427211490104003,84.26751314901674
743223,7,10,17,West Bengal,Kolkata,Barasat,22.837789870934195,88.63490769508763
743222,10,9,19,West Bengal,Kolkata,Barasat,22.84015629546599,88.5936449876986
802123,6,4,10,Bihar,,Bhojpur,25.450502177143466,84.02743752901087
743221,7,6,13,West Bengal,Kolkata,Barasat,22.82453120529165,88.50750906643316
802129,9,12,21,Bihar,,Bhojpur,25.38332050061776,84.15498670848127
802128,12,8,20,Bihar,,Bhojpur,25.329793676524027,83.91070765043246
802127,15,12,27,Bihar,,Bhojpur,25.46290900260296,84.24529360989389
731240,11,9,20,West Bengal,Kolkata,Birbhum,23.607721863800354,87.7826140143633
731241,7,9,16,West Bengal,Kolkata,Birbhum,24.185568599612584,87.93638866732365
731242,7,13,20,West Bengal,Kolkata,Birbhum,24.249935115458143,87.88118212027945
305601,5,8,13,Rajasthan,Ajmer,Beawar,26.234447804633792,74.8316884989724
731243,12,12,24,West Bengal,Kolkata,Birbhum,24.287587973994146,87.77595978107635
802122,10,18,28,Bihar,,Bhojpur,25.393557553660305,83.90201625130805
731244,5,11,16,West Bengal,Kolkata,Birbhum,24.150991933730555,87.90879337211187
802120,10,11,21,Bihar,,Bhojpur,25.6419122615103,84.1862769381793
731245,5,11,16,West Bengal,Kolkata,Birbhum,24.050521833238438,87.83765941306815
461111,9,10,19,Madhya Pradesh,,NARMADAPURAM,22.48679509111371,77.84294522014667
461110,13,6,19,Madhya Pradesh,,NARMADAPURAM,22.67903155586049,77.74968021573001
461116,13,7,20,Madhya Pradesh,,NARMADAPURAM,22.60895549171443,77.61346822069378
461115,11,8,19,Madhya Pradesh,,NARMADAPURAM,22.545481451792387,77.7080772783714
461114,13,6,19,Madhya Pradesh,,NARMADAPURAM,22.592567460420234,77.77887562454893
271821,9,12,21,Uttar Pradesh,Gorakhpur,Bahraich,27.348827536399835,81.84619863837194
271824,9,14,23,Uttar Pradesh,Gorakhpur,Bahraich,27.61705664838249,81.38734352401424
271825,12,10,22,Uttar Pradesh,Gorakhpur,Bahraich,27.536801746816153,81.44345547327212
400193,17,10,27,Unknown,Unknown,Unknown,,
461122,5,10,15,Madhya Pradesh,,NARMADAPURAM,22.57960296405849,77.8493196211139
244221,12,13,25,Uttar Pradesh,Bareilly,Moradabad,28.912735536204025,78.5389407315038
473101,7,18,25,Madhya Pradesh,,Guna,24.38753544366684,77.47616230445193
826010,8,8,16,Jharkhand,,Dhanbad,23.8427952054571,86.44395028589597
450445,11,14,25,Madhya Pradesh,Indore,Khandwa,21.164426854668328,76.27539973193625
473105,6,7,13,Madhya Pradesh,,Guna,24.87624694427791,77.11161520226867
826012,7,7,14,Jharkhand,,Dhanbad,23.82656707304004,86.40342675860384
473106,16,6,22,Unknown,Unknown,Unknown,,
451770,8,16,24,Madhya Pradesh,Indore,Khandwa,21.66853095243697,74.77300774850744
826011,3,14,17,Jharkhand,,Dhanbad,23.796863000000005,86.43384233333333
826013,13,6,19,Jharkhand,,Dhanbad,23.820730660120628,86.41662083877041
271804,11,9,20,Uttar Pradesh,Gorakhpur,Bahraich,27.65102526802188,81.79783095984973
271805,12,15,27,Uttar Pradesh,Gorakhpur,Bahraich,27.495182547375467,82.0293035992969
271806,6,9,15,Uttar Pradesh,Gorakhpur,Bahraich,27.452176950574326,81.7445954156561
689124,7,7,14,Kerala,,Tiruvalla,9.336815130797167,76.59493936399831
689126,12,7,19,Kerala,,Tiruvalla,9.298734338759228,76.59840139549671
689121,13,9,22,Kerala,,Tiruvalla,9.320549734587313,76.61189662913769
400186,9,10,19,Unknown,Unknown,Unknown,,
400183,12,4,16,Unknown,Unknown,Unknown,,
689123,10,10,20,Kerala,,Tiruvalla,9.326148024902338,76.63572492597497
689122,10,6,16,Kerala,,Tiruvalla,9.30952433874162,76.6301976298657
826005,8,9,17,Jharkhand,,Dhanbad,23.807199494199537,86.46667519566898
826004,7,10,17,Jharkhand,,Dhanbad,23.817180516379977,86.46315575715757
826007,9,10,19,Jharkhand,,Dhanbad,23.80288181068602,86.4435158278089
690108,10,7,17,Kerala,Kochi,Mavelikara,9.250313984571806,76.5727339833251
826006,7,12,19,Jharkhand,,Dhanbad,23.894680468892904,86.35423477083614
690107,12,4,16,Kerala,Kochi,Mavelikara,9.208194656497781,76.56326559616933
826009,10,16,26,Jharkhand,,Dhanbad,23.826384840739202,86.55552981299832
690106,7,8,15,Kerala,Kochi,Mavelikara,9.228621551678225,76.51073923487884
826008,10,7,17,Jharkhand,,Dhanbad,23.82658682160294,86.49018144425531
507103,8,8,16,Unknown,Unknown,Unknown,,
690105,9,3,12,Kerala,Kochi,Mavelikara,9.284144226493243,76.51796447911333
690104,3,8,11,Kerala,Kochi,Mavelikara,9.27229023839658,76.53749900465984
690103,9,10,19,Kerala,Kochi,Mavelikara,9.256730289172841,76.52056862040017
507101,11,11,22,Telangana,Hyderabad,Khammam,17.552167775685813,80.62252908381967
690102,18,7,25,Kerala,Kochi,Mavelikara,9.259030087754548,76.55885089080108
690101,10,6,16,Kerala,Kochi,Mavelikara,9.2402794953217,76.54093692935756
826001,15,10,25,Jharkhand,,Dhanbad,23.7971900013049,86.43422990231439
271801,7,8,15,Uttar Pradesh,Gorakhpur,Bahraich,27.564186858113885,81.607293168403
271802,13,10,23,Uttar Pradesh,Gorakhpur,Bahraich,27.608774806831818,81.65054616100171
826003,11,10,21,Unknown,Unknown,Unknown,,
271803,11,5,16,Uttar Pradesh,Gorakhpur,Bahraich,27.82332602696078,81.76507433121482
400171,11,10,21,Unknown,Unknown,Unknown,,
815359,8,10,18,Jharkhand,,B.Deoghar,23.94610403012773,87.19034683203272
815357,10,8,18,Jharkhand,,B.Deoghar,24.159848955755205,86.75909879284995
815351,14,7,21,Jharkhand,,B.Deoghar,23.992455280372784,86.82422188680646
815354,9,7,16,Jharkhand,,B.Deoghar,23.8915909077633,86.88474137486304
815355,9,8,17,Jharkhand,,B.Deoghar,23.9109895628877,87.05283140656601
815352,6,11,17,Jharkhand,,B.Deoghar,24.05206715930738,86.63523531078155
815353,9,7,16,Jharkhand,,B.Deoghar,24.278101953238323,86.61408807460177
690112,12,16,28,Kerala,Kochi,Mavelikara,9.228380095806761,76.63133868410237
690110,17,6,23,Kerala,Kochi,Mavelikara,9.232234898785986,76.56675499786172
244245,11,11,22,Uttar Pradesh,Bareilly,Moradabad,28.886711469257325,78.47505505671204
533408,12,6,18,Andhra Pradesh,Visakhapatnam,Kakinada,17.231852586282013,82.45340378241815
533407,7,7,14,Andhra Pradesh,Visakhapatnam,Kakinada,17.425275238709123,82.39244768478116
533406,7,8,15,Andhra Pradesh,Visakhapatnam,Kakinada,17.339401473635327,82.42256197256873
173236,16,9,25,Himachal Pradesh,,Solan,31.00812164767424,76.91214995753546
507127,10,10,20,Telangana,Hyderabad,Khammam,17.636933001695148,80.502169038535
173237,13,7,20,Himachal Pradesh,,Solan,31.16355010383187,76.6807770824122
507128,5,11,16,Telangana,Hyderabad,Khammam,17.724480584885658,80.86690321785461
507125,7,8,15,Telangana,Hyderabad,Khammam,17.914803106578322,80.80632623449476
533401,9,12,21,Andhra Pradesh,Visakhapatnam,Kakinada,17.340912402892332,82.51411118338996
507126,7,9,16,Telangana,Hyderabad,Khammam,17.881693989230115,80.45234722366372
271861,12,7,19,Uttar Pradesh,Gorakhpur,Gonda,27.555976218189844,82.12326027422513
507123,8,7,15,Telangana,Hyderabad,Khammam,17.57303142792162,80.35784960584307
173233,13,5,18,Himachal Pradesh,,Solan,30.94311981411516,76.91809042644063
507124,10,6,16,Telangana,Hyderabad,Khammam,17.76497834545052,80.3059872546901
173234,9,12,21,Himachal Pradesh,,Solan,31.013183008925903,77.08537592672576
271865,8,9,17,Uttar Pradesh,Gorakhpur,Bahraich,27.897957349247996,81.54802999552228
244251,8,7,15,Uttar Pradesh,Bareilly,Moradabad,28.98769804339819,78.419414161144
173235,18,4,22,Himachal Pradesh,,Solan,31.209235933567143,76.9105957994906
507122,12,10,22,Telangana,Hyderabad,Khammam,17.497303264415052,80.32735591991003
507120,12,7,19,Telangana,Hyderabad,Khammam,17.47044299912604,80.55899542315228
173230,12,7,19,Himachal Pradesh,,Solan,30.855823591193282,77.1701947699511
244255,9,12,21,Uttar Pradesh,Bareilly,Moradabad,28.501593994819274,78.31580477724046
185234,9,12,21,Jammukashmir,,Rajouri,33.41912440986742,74.36964861055678
185233,11,8,19,Jammukashmir,,Rajouri,33.37623632633181,74.65767746852583
173229,14,5,19,Himachal Pradesh,,Solan,30.822412360171924,77.10201874162281
507118,12,5,17,Telangana,Hyderabad,Khammam,17.657779336130645,80.61387609833075
507119,12,10,22,Telangana,Hyderabad,Khammam,17.485777578816624,80.65717616192265
507116,4,11,15,Telangana,Hyderabad,Khammam,17.803798683129095,80.80745335863843
173225,8,10,18,Himachal Pradesh,,Solan,30.93450555817626,76.98326771546093
507117,6,11,17,Telangana,Hyderabad,Khammam,17.986369147032104,80.66702394399545
507114,10,6,16,Telangana,Hyderabad,Khammam,17.643534585529192,80.83788718087852
507115,8,6,14,Telangana,Hyderabad,Khammam,17.68154497351084,80.70960550538031
173221,20,8,28,Himachal Pradesh,,Solan,31.142551264920105,76.90738173525149
507112,10,4,14,Telangana,Hyderabad,Khammam,17.504288076427702,80.82929312124568
271851,9,3,12,Uttar Pradesh,Gorakhpur,Bahraich,27.713605994365714,81.38364387480418
173222,8,9,17,Himachal Pradesh,,Solan,31.03696678529135,77.03874285482141
173223,8,7,15,Himachal Pradesh,,Solan,30.912479746391913,77.29244309672535
507111,11,9,20,Telangana,Hyderabad,Khammam,17.666114434022013,80.89198664348021
271855,12,6,18,Uttar Pradesh,Gorakhpur,Bahraich,28.07746549225128,81.31580059486657
173220,13,9,22,Himachal Pradesh,,Solan,30.82602123799109,76.99756464400718
244225,10,6,16,Uttar Pradesh,Bareilly,Moradabad,28.917037341098318,78.18282196568913
244223,10,10,20,Uttar Pradesh,Bareilly,Moradabad,28.823017618207594,78.2301521695674
244222,13,6,19,Uttar Pradesh,Bareilly,Moradabad,28.8086844642084,78.46150447289021
521401,5,6,11,Andhra Pradesh,Vijayawada,Vijayawada,17.001017446958404,80.44109817329874
521402,7,7,14,Andhra Pradesh,Vijayawada,Vijayawada,16.97412173962258,80.24153298391084
521403,5,5,10,Andhra Pradesh,Vijayawada,Vijayawada,16.975939557583555,80.56437686951845
185203,9,8,17,Jammukashmir,,Udhampur,33.11356623320453,74.60992699298794
185202,7,5,12,Jammukashmir,,Rajouri,33.2357663244964,74.42683314860622
185201,7,11,18,Jammukashmir,,Rajouri,33.226480177771435,74.55639654243474
743297,9,13,22,West Bengal,Kolkata,Barasat,23.20097285598937,88.74959230040152
271840,8,5,13,Uttar Pradesh,Gorakhpur,Bahraich,27.80799424180345,82.026082355132
743294,14,5,19,West Bengal,Kolkata,Barasat,22.739524880416873,88.56169105100402
743293,10,3,13,West Bengal,Kolkata,Barasat,22.719980313567476,88.73226965818327
271841,17,4,21,Uttar Pradesh,Gorakhpur,Bahraich,28.256789813034526,81.15121766022155
244231,8,7,15,Uttar Pradesh,Bareilly,Moradabad,28.984344582768223,78.23018647024952
743292,9,4,13,West Bengal,Kolkata,Barasat,22.689142351852187,88.91159625354967
743291,5,8,13,West Bengal,Kolkata,Barasat,22.63960681239123,88.81327433388125
743290,5,5,10,West Bengal,Kolkata,Barasat,22.99313106589013,88.69683302755472
271845,10,10,20,Uttar Pradesh,Gorakhpur,Bahraich,27.505934313243724,81.96093321639988
507140,10,7,17,Telangana,Hyderabad,Khammam,18.045316509704257,80.91272516240201
244236,13,8,21,Uttar Pradesh,Bareilly,Moradabad,28.853343756548718,78.36030794870015
244235,16,9,25,Uttar Pradesh,Bareilly,Moradabad,28.815674956663862,78.21136537546671
185212,7,20,27,Jammukashmir,,Rajouri,33.499834155075526,74.3575172881109
185211,7,9,16,Jammukashmir,,Rajouri,33.57006903429244,73.93281592789134
507136,10,8,18,Telangana,Hyderabad,Khammam,18.422497426952642,80.56323486265359
507137,8,3,11,Telangana,Hyderabad,Khammam,17.84053959330567,80.95476556908446
244242,11,6,17,Uttar Pradesh,Bareilly,Moradabad,28.658875997014597,78.39258026014261
