order_value,item_quantity,identical_items,payment_method,failed_payment_attempts,order_hour,checkout_time_sec,address_mismatch,order_velocity,customer_tenure_days,order_risk_label
27737.00,5,4,0,1,22,166,1,2,1431,1
16797.92,7,1,0,0,4,571,1,4,437,0
16759.53,9,6,1,3,14,320,0,1,86,1
4327.74,1,0,1,3,3,487,0,7,622,1
31490.10,4,0,0,0,7,380,1,7,1454,0
25944.52,7,2,0,3,7,471,1,6,242,1
20756.77,3,3,1,2,21,433,1,3,534,1
15669.88,8,4,1,2,12,69,1,2,859,0
7347.85,2,1,1,1,5,10,0,1,173,0
8004.22,2,2,0,2,4,385,0,1,694,0
34669.32,10,2,0,0,15,604,0,6,802,0
22595.60,3,0,1,4,5,437,1,3,1471,0
19259.82,3,1,0,0,1,593,0,4,335,0
1364.42,4,2,1,1,17,555,0,1,400,0
31055.31,3,3,1,0,4,379,0,1,543,0
19264.38,4,2,1,3,22,58,0,2,403,0
1749.34,8,6,1,4,16,14,0,5,1063,1
7679.67,7,6,0,1,17,107,1,1,1339,0
39270.45,3,3,0,4,4,35,1,1,860,1
6332.09,7,3,1,3,7,274,0,6,998,1
13510.47,1,0,0,1,16,514,0,8,1411,0
15544.63,6,5,0,3,1,452,1,2,499,1
27419.12,8,3,1,4,5,66,1,4,1220,1
22896.55,1,1,0,4,17,209,1,5,982,1
27260.45,9,5,0,2,1,501,0,7,409,1
28881.98,5,2,0,3,6,34,1,7,168,0
30839.95,6,2,0,1,1,516,0,8,562,0
24414.98,3,1,1,2,14,330,0,1,890,0
36037.38,6,3,0,3,18,161,1,3,1120,1
1573.70,9,7,0,2,9,164,1,4,959,0
355.89,10,10,0,2,1,524,0,5,960,0
37898.59,6,6,1,4,17,174,1,3,126,1
27318.49,4,4,0,4,13,121,0,4,479,1
38053.71,3,2,1,3,20,125,0,6,649,1
30451.90,5,2,1,0,10,27,0,2,933,1
5605.10,6,0,0,4,1,350,0,2,1117,0
9354.59,8,7,1,1,13,124,1,5,555,1
460.72,8,7,0,1,4,71,1,6,698,1
11336.61,10,6,1,4,18,373,1,5,1016,1
31155.73,1,0,0,1,1,419,0,6,1380,0
10436.87,6,3,1,1,3,584,0,2,1315,0
23864.46,9,4,1,2,15,18,1,8,130,1
31879.09,5,4,0,4,3,362,1,3,100,1
22076.77,1,0,0,1,2,324,1,5,1461,1
16375.66,7,0,0,1,9,344,0,3,4,0
19620.66,9,7,1,3,13,344,0,3,1214,1
8950.14,10,0,1,3,12,404,0,3,1426,0
19373.95,7,4,1,2,5,192,1,3,1294,1
2300.50,9,5,0,3,8,263,0,3,1049,0
5893.60,3,0,1,4,2,559,1,6,752,1
36904.14,2,0,0,3,0,195,0,6,980,1
16387.66,1,0,1,4,3,576,0,6,720,1
19686.59,6,0,1,4,20,368,1,3,674,0
1450.60,10,0,0,4,2,421,1,6,28,1
38799.95,5,1,0,1,10,46,1,5,1229,1
37272.64,6,5,1,0,0,79,1,6,978,1
15185.52,9,9,1,0,15,308,1,5,1258,1
30590.56,4,3,0,4,16,518,1,1,509,1
20367.93,2,0,0,2,8,219,1,3,655,0
29063.74,3,3,0,1,16,486,1,5,1391,0
34935.93,10,6,1,1,6,44,0,2,808,0
6249.74,7,5,1,4,0,491,1,3,645,1
24662.44,9,0,1,4,10,205,0,5,805,1
2624.23,6,1,0,3,15,82,1,7,21,1
18439.89,7,2,0,2,19,556,0,2,946,0
24845.53,9,0,1,1,23,221,1,2,642,1
393.94,3,0,1,1,12,40,0,1,164,0
10268.08,2,0,0,3,9,200,1,6,1123,1
30576.68,7,2,1,0,4,53,1,6,471,1
33286.53,8,4,1,1,13,408,0,3,631,0
38189.16,3,1,0,0,13,167,1,2,1038,0
11855.34,9,9,1,0,15,589,1,3,197,0
8919.18,4,4,0,2,17,515,1,8,898,0
38161.50,7,1,0,4,11,200,1,8,1100,1
37623.70,9,9,1,3,4,524,0,6,1467,1
35490.65,3,3,0,1,19,212,1,7,245,0
5636.77,1,0,1,2,15,46,0,7,890,0
36457.77,10,1,0,3,20,100,0,5,943,1
8997.28,9,6,0,0,16,535,0,4,894,0
25016.21,8,7,1,0,10,77,1,4,1028,1
18362.92,8,7,0,3,23,297,0,1,569,0
6262.36,10,8,0,2,20,558,0,8,1468,0
20779.30,8,8,0,4,3,537,1,4,966,1
38083.16,1,1,1,2,14,16,1,1,320,0
1361.28,4,0,0,0,22,446,1,8,30,0
30582.02,1,1,0,3,10,411,0,7,947,0
20745.30,1,1,1,0,20,298,0,8,427,0
21888.02,6,0,0,0,9,359,1,5,76,1
35648.11,4,4,1,4,23,573,0,1,622,1
39799.88,1,1,1,0,1,502,1,4,1154,0
25584.70,8,8,1,1,23,524,1,3,966,1
10833.06,9,0,0,2,13,410,1,5,1174,0
25608.89,1,0,1,2,2,577,1,5,577,1
34646.66,4,0,0,2,20,320,1,4,1396,0
1199.12,10,3,1,2,21,295,1,7,763,1
28549.85,3,2,0,1,10,140,0,1,535,0
25496.88,9,3,0,1,8,340,1,7,804,1
15008.09,9,0,0,2,8,472,0,3,1227,0
18262.40,7,2,0,1,14,550,0,4,927,0
15454.06,3,1,0,0,16,193,0,5,980,0
13420.07,6,0,0,1,14,543,1,7,1346,1
33160.60,8,7,0,4,3,34,1,1,1359,1
9727.45,6,0,0,2,13,163,1,7,329,0
21139.82,3,1,1,0,12,255,1,6,1162,0
16341.19,5,2,1,2,16,553,1,3,505,0
7501.03,10,7,1,1,21,137,1,7,969,1
18480.18,5,4,1,3,7,423,1,8,964,1
12648.60,4,1,1,3,14,206,1,1,376,0
1498.00,2,0,0,2,16,497,1,2,1269,0
8285.16,7,1,0,4,1,501,1,7,874,1
31370.00,9,5,1,4,8,234,0,8,9,1
34807.85,10,7,1,0,9,389,0,2,720,1
32764.81,6,3,1,3,16,331,0,7,652,1
10812.44,1,0,1,0,23,453,0,5,759,0
15584.36,9,1,0,3,20,539,0,3,1324,0
26997.71,7,3,1,3,9,137,0,3,1309,1
25091.38,3,1,0,1,13,584,0,4,910,0
37504.77,3,0,1,1,4,261,0,1,700,0
1619.89,7,2,0,2,14,94,1,8,1221,0
27894.09,8,5,1,4,7,211,1,1,1252,1
11373.56,8,6,1,0,1,386,1,4,564,1
17418.18,10,0,1,1,23,489,1,3,7,0
28169.18,10,8,0,1,18,331,1,3,453,1
36503.22,9,2,0,2,23,467,0,3,93,0
30044.56,3,3,1,2,17,278,0,7,140,0
39475.38,4,4,0,2,11,33,1,2,511,0
3764.48,6,1,1,2,4,271,0,3,323,0
21845.77,3,3,0,2,5,377,1,1,241,0
8913.85,8,4,0,2,16,500,1,6,1257,1
32717.50,7,3,1,3,20,17,0,7,138,1
3550.86,1,0,1,4,6,306,0,4,1425,0
17378.67,8,4,1,2,21,344,0,6,383,1
33242.22,6,5,0,2,0,169,1,6,788,1
17448.99,2,0,0,1,13,47,0,8,872,0
16285.07,8,6,0,3,21,23,0,7,106,1
35677.08,3,3,1,2,9,368,0,1,1243,0
38282.00,6,1,0,2,5,387,1,5,578,1
38959.71,1,1,0,1,5,40,1,3,671,0
20008.39,3,2,0,1,7,253,0,6,1297,0
14190.16,2,2,1,4,20,419,0,5,880,1
34367.22,5,4,0,2,0,111,1,2,1009,1
17280.71,3,3,0,4,18,438,0,7,425,0
31616.19,9,9,1,1,13,572,1,1,573,1
20682.11,1,1,1,2,16,371,1,6,528,0
12835.60,2,2,1,1,14,547,0,3,645,0
32974.41,1,0,1,0,19,537,1,5,1153,1
377.98,7,5,1,1,0,224,1,2,76,1
3602.73,3,3,1,0,20,100,1,8,1214,0
29556.98,6,2,0,4,1,322,1,6,948,1
12756.60,4,1,0,3,23,81,0,6,1306,0
10634.35,10,5,0,2,11,22,1,7,703,1
34365.30,1,0,1,3,1,176,0,5,412,1
2933.29,2,1,0,3,2,562,0,2,69,0
4299.09,8,2,1,4,20,371,1,7,349,1
20407.65,1,0,1,4,12,149,1,5,1415,1
6452.50,3,0,0,4,21,274,0,5,589,0
19078.66,8,6,1,1,9,258,0,8,704,1
19714.65,9,7,0,0,6,372,1,8,36,0
11069.22,8,2,0,4,12,219,1,8,853,0
25906.90,8,3,0,1,8,592,0,7,55,1
15018.79,1,0,1,3,7,283,0,5,1207,0
8834.64,7,4,1,1,23,288,1,6,783,1
20084.51,9,7,1,2,8,198,0,5,1404,1
28525.61,8,8,0,0,14,535,1,4,739,0
32119.36,4,4,0,2,22,248,1,3,181,0
5603.27,4,2,0,0,21,299,1,7,371,0
29271.59,2,2,0,1,10,222,1,4,718,0
27667.27,4,2,1,0,0,384,0,7,116,0
16465.59,1,1,1,4,2,535,0,1,349,0
16782.14,4,2,1,3,16,126,1,2,1229,0
3634.58,6,3,0,1,3,332,1,1,665,0
9993.72,1,0,0,1,8,262,0,3,1394,0
18722.55,1,1,1,0,0,485,1,2,1406,0
16630.80,3,3,1,0,11,23,1,3,951,0
10116.47,2,1,0,0,16,280,1,8,545,0
20560.18,2,0,0,3,23,352,1,8,341,1
28959.80,6,1,1,2,17,485,1,6,289,1
26884.49,10,1,0,1,19,337,1,3,517,0
11234.93,5,1,0,2,6,75,1,7,1459,0
4672.05,7,3,1,1,14,93,1,5,1031,0
8339.81,4,0,0,4,18,207,0,2,998,0
15148.02,6,3,0,3,23,134,0,8,556,0
9503.31,8,7,1,3,11,348,1,2,559,1
7917.51,7,6,1,3,16,100,1,4,535,1
10138.97,9,0,0,0,15,507,1,1,284,0
13706.25,6,2,1,2,14,454,1,5,1489,0
30401.78,9,5,1,0,3,308,0,6,1474,1
20048.87,10,9,1,2,15,451,0,4,787,0
19271.20,4,3,1,2,18,514,1,2,129,1
3584.11,3,0,0,2,4,372,0,6,377,0
18982.06,1,0,1,2,19,342,0,1,781,0
33521.14,1,0,0,3,15,579,1,8,263,1
8273.26,3,3,1,1,15,531,1,3,162,0
8890.01,9,0,0,0,19,112,0,1,741,0
33360.82,4,1,1,1,10,19,0,2,932,0
11098.84,1,0,0,1,9,453,0,2,1003,0
28808.14,10,1,1,3,10,366,1,1,464,1
4564.52,2,2,0,0,0,113,1,1,1296,0
2899.48,2,2,0,3,21,377,0,6,209,0
2730.18,9,2,1,4,15,410,0,2,1023,0
14533.48,2,2,0,3,20,527,0,5,943,0
15197.89,9,9,1,1,8,208,0,3,804,0
6135.93,4,1,0,2,21,599,1,5,64,0
28526.80,2,2,0,3,23,119,0,3,998,0
23704.08,4,3,0,1,11,290,1,1,1340,1
38612.63,10,10,1,2,20,572,0,5,790,1
519.27,8,7,1,0,23,74,0,2,695,1
4155.51,5,3,0,2,10,434,0,1,724,0
14994.37,7,7,0,4,17,523,0,8,881,0
3346.04,3,1,1,3,6,551,1,7,1011,1
34875.72,7,4,1,0,3,108,1,7,664,1
14484.43,9,3,1,0,6,190,0,1,808,1
35920.12,7,3,0,1,8,45,0,5,129,0
36107.15,10,1,1,3,21,348,0,5,494,1
1552.15,7,3,0,2,13,550,1,1,1335,0
2861.38,8,1,0,0,19,367,1,1,955,0
31287.75,2,2,0,2,0,413,0,7,42,0
8232.83,7,5,0,0,7,389,1,8,172,1
1281.36,7,5,0,1,11,585,0,6,1322,0
29180.04,1,1,1,4,0,68,0,8,308,1
25601.32,9,1,1,3,2,321,1,1,1036,1
22079.86,9,7,0,3,5,342,1,4,155,1
18564.54,10,3,0,0,13,389,1,8,802,1
40147.03,6,6,0,3,15,361,0,2,19,1
35604.94,8,8,0,1,7,357,0,5,480,1
28352.52,6,6,0,1,3,93,0,3,1021,0
8914.09,4,2,0,1,11,18,0,6,1469,0
18270.82,10,2,0,4,22,575,0,4,112,0
40175.96,7,5,0,1,5,132,0,4,763,1
11763.06,5,4,0,1,3,397,0,1,360,0
32058.45,9,2,0,1,19,69,1,4,266,0
1840.59,5,5,0,1,17,188,0,8,1411,1
18123.83,6,4,1,2,11,499,1,5,550,1
27727.56,7,1,0,0,7,284,0,3,1218,0
23713.74,1,1,1,2,11,39,0,8,639,0
20142.14,9,6,1,0,14,607,0,5,1142,1
25133.25,1,1,0,2,3,452,1,2,84,0
10277.16,7,5,1,3,17,344,0,2,192,0
5966.75,1,0,1,2,23,269,1,3,488,0
34039.86,4,4,1,2,17,194,1,1,391,0
29933.09,4,0,1,1,14,583,0,7,996,0
37218.47,1,1,0,2,8,359,0,2,1025,0
31198.84,5,5,1,2,12,519,1,6,126,1
35558.85,7,1,1,4,21,590,0,3,1222,0
29650.10,8,0,0,2,7,403,1,3,391,0
10909.75,4,3,0,0,13,233,1,1,553,0
23161.43,6,5,1,0,22,479,0,8,519,1
6410.54,7,2,1,1,6,55,1,7,1471,0
22015.39,7,2,0,4,3,13,1,5,87,1
18690.71,2,2,1,4,12,563,1,3,920,0
13607.09,9,3,1,1,5,470,0,5,1050,0
28004.33,6,1,0,1,3,241,1,7,1025,1
14341.41,5,5,1,2,2,295,0,8,558,1
31154.65,6,3,1,3,23,298,0,5,927,1
30057.06,6,2,1,2,4,323,0,5,498,1
5166.33,6,5,0,1,19,264,1,8,1042,1
29053.10,2,0,1,0,13,310,0,5,511,0
4919.29,7,1,1,3,15,206,1,6,209,0
26931.18,9,2,1,2,16,362,0,5,408,0
25923.61,4,3,1,2,18,531,1,1,1309,1
2801.38,8,5,1,2,7,318,1,1,680,1
10186.42,6,5,0,3,6,544,1,8,1416,1
31356.43,1,1,0,4,16,404,0,6,92,0
38500.75,10,9,1,0,17,475,1,2,1476,1
37952.94,10,7,0,0,7,37,1,2,538,0
604.14,9,9,1,4,20,608,1,1,110,0
31235.97,8,7,0,3,18,79,0,4,1324,0
2737.82,3,2,1,3,21,155,0,5,860,0
10792.58,10,3,1,3,11,149,0,8,970,1
15894.13,8,6,1,2,15,118,0,5,1197,1
33300.62,1,1,1,3,18,199,1,4,968,0
30266.99,9,0,0,2,16,416,1,6,456,0
19743.23,9,1,0,2,10,325,0,4,480,0
1979.27,5,0,1,0,13,443,0,1,883,0
4733.52,4,1,0,3,17,323,0,6,909,0
3632.48,8,7,1,0,19,318,0,5,1354,1
31985.67,4,4,1,3,16,345,0,4,1137,0
16367.75,3,3,0,2,14,561,1,2,264,0
17635.95,6,2,0,1,4,92,1,3,1071,0
1223.13,7,7,1,4,23,84,1,4,484,1
34398.77,6,6,0,2,23,580,1,8,1050,1
4717.55,9,0,0,4,11,429,0,5,173,0
35079.94,6,6,1,3,10,339,1,7,563,1
35010.43,7,6,1,1,12,12,0,2,255,1
8671.22,4,4,0,0,5,301,0,8,1242,0
5250.56,7,3,1,1,18,110,0,3,1167,0
1896.14,8,6,1,2,12,417,0,8,507,1
20447.66,10,1,0,2,18,11,1,6,359,1
12410.94,3,2,0,3,15,358,1,7,11,1
428.16,1,0,0,1,22,347,1,4,1289,0
38621.58,7,0,1,3,9,322,0,5,1014,0
12917.07,4,1,0,0,19,121,0,6,750,0
21803.19,5,1,1,2,22,400,1,4,248,1
4379.21,8,2,1,3,14,402,0,5,1362,0
28634.78,4,3,1,3,9,517,0,7,831,0
26524.98,4,2,1,0,12,25,0,1,701,0
23718.17,2,0,0,4,5,414,0,2,243,0
36672.35,1,0,0,3,8,553,0,7,1483,0
40086.45,7,3,1,3,2,391,0,8,944,1
12302.86,5,4,1,0,3,516,0,8,770,1
35770.98,4,2,0,1,23,443,0,5,111,0
6891.92,9,0,0,0,13,326,1,5,445,0
8456.18,3,0,0,4,6,260,0,2,167,0
38583.18,8,5,0,0,16,434,0,3,618,1
4896.76,7,0,0,1,2,204,1,3,676,0
35575.75,9,9,0,0,2,547,0,1,229,0
10479.55,7,4,1,2,23,416,1,1,304,0
1199.08,6,3,1,1,9,94,0,4,674,0
2725.01,3,0,0,1,1,150,0,4,829,0
4187.23,9,1,1,2,5,268,0,8,1296,0
32295.96,2,0,0,2,2,258,1,2,885,0
20323.63,4,2,0,2,23,20,0,3,9,0
25589.83,1,1,1,2,22,227,1,8,1262,1
4318.53,3,1,0,2,0,286,0,8,137,0
29891.85,9,4,0,0,8,403,0,2,428,0
21247.51,10,6,0,2,22,248,1,5,317,1
38434.69,8,2,0,0,8,318,1,6,572,1
25887.38,9,5,0,0,23,286,1,7,312,1
20565.43,7,5,0,1,19,582,1,2,748,1
32391.90,6,3,0,3,23,479,1,2,1220,1
35147.33,7,5,1,2,17,543,0,4,2,1
3411.68,8,0,1,1,0,61,1,6,234,1
12167.20,10,8,1,4,1,86,1,8,1101,1
2863.43,10,5,1,0,11,360,1,7,1491,1
26942.63,4,3,1,2,23,178,0,5,985,0
24650.61,9,4,1,4,14,132,1,2,799,1
2827.26,10,8,0,2,5,559,0,4,225,0
30706.50,4,1,0,3,3,90,1,4,1390,0
35022.08,7,4,1,3,14,450,0,5,1329,1
15092.23,3,1,0,0,6,322,1,5,1443,1
31679.11,8,2,1,3,17,142,0,3,794,1
5649.99,7,6,0,1,0,454,1,3,13,1
39120.00,2,0,1,0,19,147,1,7,997,0
9335.62,7,5,0,0,0,554,1,2,801,0
22495.22,10,2,0,0,5,421,1,4,944,0
40197.32,6,4,1,0,14,343,1,3,585,1
7416.86,10,0,1,3,0,227,1,8,309,1
12548.90,7,5,0,2,3,520,0,2,347,0
34194.33,9,6,0,3,2,405,1,3,637,1
37191.04,7,2,0,4,22,237,0,5,1326,0
37411.27,10,10,1,4,21,261,1,8,1451,1
28656.95,2,0,0,3,17,528,0,7,637,1
15355.68,10,6,0,0,1,543,0,1,1051,0
30054.46,9,4,0,0,15,262,1,4,1154,1
30425.74,8,5,0,1,15,257,0,1,344,0
14711.88,3,1,0,4,19,172,1,1,1444,0
5723.95,6,1,1,4,20,377,0,3,1490,0
34242.63,6,2,0,4,12,291,0,7,1139,1
39383.29,5,4,1,2,2,247,1,2,1162,1
33581.83,1,0,0,2,10,247,1,8,793,0
38161.77,2,0,0,0,20,525,0,7,339,0
7168.85,7,0,1,4,15,26,1,5,641,1
13731.06,3,0,0,2,12,221,0,2,857,0
29463.12,9,9,1,2,19,69,1,8,736,1
22942.17,8,0,0,2,14,304,1,3,826,0
1323.59,7,7,1,0,14,138,1,2,445,0
33304.17,3,0,1,0,1,325,0,5,322,1
18809.91,3,2,0,1,7,274,1,6,1140,0
9223.57,9,9,1,4,6,487,0,4,875,0
4660.77,8,1,1,2,8,420,1,7,346,0
35521.53,2,0,1,1,17,591,1,2,919,0
31364.85,1,1,0,3,15,281,0,8,1356,0
6796.52,1,0,1,0,7,67,0,1,1328,0
39622.59,9,3,0,1,14,296,1,5,388,1
8023.42,1,1,1,1,2,445,1,5,884,0
17579.08,9,6,0,0,20,72,1,3,1440,0
3210.15,5,1,1,0,11,24,1,7,116,1
29505.88,7,4,1,2,4,490,0,7,40,1
6427.59,6,6,0,0,4,135,1,7,1125,1
36903.97,6,0,1,4,7,580,1,5,778,1
23478.47,7,4,1,2,2,507,1,2,988,1
5332.62,3,2,1,4,1,280,0,7,1453,0
15211.90,10,4,0,3,20,532,1,7,1049,0
9737.83,9,1,0,4,23,419,0,5,357,0
7047.21,5,0,0,3,22,598,0,8,40,0
15369.48,5,4,0,0,2,209,1,4,154,1
832.17,5,2,1,1,3,377,0,7,260,0
25236.94,1,0,1,4,10,438,0,7,1158,1
1329.45,4,2,1,3,19,361,1,1,913,0
30251.63,10,3,0,1,20,538,0,8,1436,1
13722.75,9,4,0,3,13,448,1,3,1003,1
20026.37,1,1,1,2,5,496,1,2,1048,0
10422.55,4,2,0,4,9,300,1,1,137,0
28708.65,9,6,1,4,10,38,0,6,261,1
24752.38,6,4,1,3,22,388,0,6,766,1
25778.87,7,0,0,0,4,227,0,1,1356,1
36376.02,9,0,1,1,14,392,0,8,1474,0
17566.36,10,7,0,0,2,48,0,3,877,0
4997.21,6,1,1,1,10,251,1,3,1069,0
9659.69,6,3,0,2,22,489,1,2,979,0
19460.69,10,10,0,1,7,549,1,3,1152,0
35266.21,7,4,1,0,7,351,1,8,1274,1
2597.95,4,1,0,1,8,312,0,1,1139,0
24265.98,5,3,0,3,15,511,1,6,1389,1
31402.56,5,5,0,1,5,405,1,2,256,0
34985.92,7,1,0,4,9,390,1,1,1278,0
36316.65,7,3,0,0,3,176,1,3,708,1
9153.82,9,2,1,0,5,276,0,5,508,0
24963.84,1,1,1,2,22,326,0,8,76,1
39457.99,7,1,1,3,13,18,0,5,832,1
33130.40,2,1,0,0,0,462,0,3,1361,0
21944.11,8,7,0,4,4,157,1,5,112,1
32846.77,4,3,1,0,18,350,0,3,1451,0
26959.87,9,2,1,3,14,86,0,3,249,0
21516.64,1,0,0,2,21,355,0,4,552,0
26652.45,9,3,1,1,23,250,0,8,548,1
1111.62,3,2,1,3,23,87,1,6,1077,1
6843.37,2,2,1,0,22,110,1,5,463,0
34648.33,10,3,1,0,7,24,1,2,1207,1
1029.75,10,7,1,2,10,263,1,1,1492,0
34261.25,8,0,1,0,15,357,0,2,1169,1
38681.20,8,6,0,1,3,13,1,1,1327,1
20225.01,9,7,0,0,12,162,1,4,1183,1
4208.74,10,3,0,4,21,480,1,2,981,0
16170.04,5,5,1,0,3,325,0,1,1010,0
27213.86,5,4,0,3,1,287,0,6,1172,1
36036.69,5,2,0,0,4,232,1,5,629,1
11249.39,10,3,0,3,17,317,1,8,890,1
26327.43,7,7,0,0,20,447,0,8,904,0
7699.65,1,1,0,1,22,89,1,4,83,0
9601.35,6,4,1,2,22,210,0,5,1499,0
1406.56,8,5,1,2,21,418,0,7,1128,1
24323.80,6,3,1,2,3,561,1,8,1244,1
17155.02,9,5,0,1,7,126,0,3,134,0
2248.25,4,4,0,2,3,107,1,7,528,0
31410.94,4,2,1,2,9,84,0,5,165,0
1531.14,9,4,1,0,1,143,1,3,456,0
20830.54,1,0,0,1,3,565,1,2,847,0
28892.07,9,1,1,2,2,132,1,8,957,1
25972.12,1,1,1,1,9,27,1,6,473,1
13604.18,7,6,0,1,6,249,0,7,1374,0
700.12,7,0,0,1,11,454,1,7,494,0
29204.50,4,4,0,4,6,406,0,5,661,1
19441.10,4,3,0,0,20,450,1,3,857,0
9445.79,4,1,1,2,9,397,1,4,531,0
36274.47,3,0,0,0,12,511,1,8,1375,0
20562.09,2,0,0,1,21,139,1,3,572,0
33214.54,3,0,0,1,3,55,0,4,18,0
32301.68,3,0,1,3,7,65,1,7,386,0
33179.66,4,0,0,2,20,198,1,2,1222,0
9435.93,9,1,1,2,18,367,1,6,1292,0
29166.16,4,0,0,2,19,221,1,5,830,0
28469.47,1,0,1,0,14,368,1,2,1461,1
32647.46,7,6,1,0,23,267,1,8,1309,1
375.17,5,0,0,0,15,452,0,1,344,0
36366.29,7,2,1,3,9,168,1,6,1488,1
11985.50,9,9,1,2,14,358,0,7,868,0
39986.95,9,5,1,2,13,608,1,2,1334,1
4099.70,2,0,1,4,12,129,1,8,822,1
9417.30,1,1,0,3,7,118,1,5,352,1
512.61,7,5,1,2,22,87,0,1,1257,0
8841.11,3,0,0,3,15,476,1,7,1056,0
22623.34,9,6,1,1,0,194,0,3,1045,1
23600.95,10,6,0,2,6,135,1,3,1231,1
7612.75,10,7,0,2,6,548,1,6,1112,0
26297.93,3,0,0,0,17,194,1,7,1275,1
34003.95,9,8,1,1,21,577,0,1,1330,0
18307.88,4,1,1,1,12,517,1,5,1156,0
32985.22,7,3,0,3,14,114,1,4,428,1
16494.33,1,1,0,2,0,64,1,6,1038,0
6182.60,7,0,1,1,16,400,1,5,1308,0
17099.82,3,3,0,2,0,167,1,6,1376,1
33427.53,2,1,1,4,15,57,1,1,1155,1
1547.47,1,0,0,2,2,387,1,3,509,0
9065.08,8,8,1,2,20,522,1,4,367,1
12216.94,6,4,1,1,14,86,0,2,584,0
9155.12,6,2,1,3,15,168,1,6,1044,1
22809.56,6,0,1,1,23,37,0,6,700,0
29094.48,4,0,1,4,11,403,1,8,542,1
39893.85,6,3,0,1,13,480,1,4,648,0
10644.18,6,6,1,0,4,398,1,4,100,1
3234.92,6,1,1,4,15,101,0,1,91,0
36341.22,6,5,0,0,23,289,0,2,1181,0
21974.99,8,1,0,4,17,133,0,1,128,0
34419.18,4,1,0,0,12,299,0,2,1431,0
31175.03,6,4,1,1,22,206,0,6,877,1
38264.76,8,1,0,3,17,421,1,6,988,1
11688.17,4,2,1,2,20,20,1,2,686,0
3389.40,10,1,1,2,15,519,0,4,245,0
36493.99,3,2,0,2,8,239,1,4,974,0
10780.08,7,1,1,2,0,415,0,8,52,1
20224.26,7,3,1,1,17,564,1,2,781,1
34108.27,1,0,0,4,13,427,1,7,1438,1
14186.67,3,1,0,2,13,158,0,4,567,0
26875.81,5,1,1,1,1,91,1,2,619,1
27088.98,5,2,1,4,13,150,0,6,1123,1
19331.21,3,2,1,4,18,263,1,4,1380,0
1672.89,10,5,0,2,20,439,1,3,286,0
24224.56,7,5,1,2,16,467,1,1,1279,0
28578.88,2,2,1,0,20,40,0,3,405,1
28877.03,7,0,1,3,23,512,0,1,471,1
26845.24,6,5,1,3,15,469,0,8,127,1
6245.29,6,2,0,0,5,466,1,4,602,0
25845.50,9,4,0,1,5,77,0,4,367,1
16809.68,2,1,1,0,2,597,0,2,623,0
6846.86,8,6,1,0,10,35,1,7,1090,1
7389.54,1,1,0,1,2,465,1,5,1474,0
35396.49,5,5,1,0,2,195,0,1,1233,1
5653.70,5,3,1,2,18,246,0,4,51,0
21106.59,9,1,0,2,17,567,1,7,1236,0
28244.96,4,4,1,4,10,108,0,7,242,1
3413.77,5,4,1,1,7,463,0,2,1473,0
30518.98,8,7,1,2,22,104,1,8,991,1
24561.51,6,4,0,3,18,30,1,7,1158,1
29902.34,7,2,1,2,14,189,0,2,1417,1
29171.73,9,3,0,0,0,32,0,1,393,0
36575.64,2,2,0,2,1,362,0,5,1316,0
8515.61,6,5,1,0,0,432,1,4,823,1
15765.85,8,0,1,2,0,73,0,6,288,0
35565.90,4,2,0,0,3,442,0,4,251,0
38030.90,8,5,1,0,6,304,0,7,1120,1
25675.04,9,2,0,0,10,355,0,4,53,0
6017.57,3,0,0,3,4,290,1,7,690,0
38831.68,10,2,0,2,2,17,0,2,52,1
30545.05,2,1,1,2,12,397,0,3,270,0
18585.42,9,4,0,3,17,566,0,8,733,0
6259.81,1,1,0,2,10,509,0,1,328,0
33142.02,3,3,0,1,13,470,0,4,1132,0
5932.63,5,1,1,2,3,129,0,6,913,0
4809.43,4,4,1,0,1,178,0,3,866,0
20411.33,3,2,1,1,2,491,1,2,1053,0
12970.88,2,0,1,4,3,592,0,8,260,0
38360.04,6,3,1,1,17,45,1,2,70,1
25719.73,2,1,0,0,9,105,1,3,589,0
28982.49,8,7,1,3,21,228,0,6,480,1
26797.84,9,7,0,3,10,553,1,6,370,1
15383.32,7,2,1,2,1,479,0,4,389,0
1095.82,9,3,0,3,8,145,0,3,553,0
19117.64,3,0,1,0,7,58,0,5,540,0
35331.09,1,0,1,3,9,180,1,3,28,1
21926.63,7,7,0,2,18,555,1,3,636,1
25186.15,10,3,1,1,18,549,1,1,722,1
4671.08,9,2,1,3,20,530,0,1,1498,0
30808.00,8,3,1,0,6,74,0,3,993,0
2051.85,5,1,1,3,15,213,0,4,218,1
33560.44,7,4,0,1,5,124,1,1,855,0
35681.80,4,2,0,1,19,432,0,6,1477,0
7550.55,7,5,0,1,6,111,0,1,1003,0
20439.51,5,5,1,2,0,334,1,4,1482,1
19858.99,7,3,1,3,19,365,0,8,55,1
19145.22,1,0,0,4,5,72,1,8,12,1
26757.60,5,0,1,4,1,557,0,1,1071,1
26694.08,2,2,1,3,3,67,1,3,513,0
20119.11,9,8,0,4,2,490,1,5,268,1
36496.97,7,6,0,0,18,190,0,7,742,0
9285.61,10,4,0,1,20,252,0,4,1077,0
25966.34,5,3,1,4,1,537,0,3,578,1
21658.85,2,0,0,4,3,287,1,3,1458,0
5548.29,4,3,1,2,7,142,0,5,535,0
22392.66,5,1,0,0,17,129,1,8,917,1
