device_age_days,device_type,accounts_per_device,emulator_detected,rooted_or_jailbroken,vpn_used,ip_changes_24h,geo_distance_km,login_frequency,failed_login_attempts,device_risk_label
825,1,5,0,0,0,5,1268,17,5,1
1415,2,4,0,0,0,5,1369,33,3,0
1486,0,0,1,0,0,4,1974,7,2,0
1379,1,4,0,0,0,7,1754,17,7,0
237,0,3,0,0,0,3,2367,4,4,0
516,2,1,0,0,0,2,1362,16,0,0
1360,0,0,0,0,0,8,1376,6,7,0
1096,1,3,0,0,0,2,2264,50,0,0
1016,1,5,0,1,0,0,89,41,2,1
1266,0,5,0,0,1,9,2177,29,5,0
723,2,5,1,0,1,2,181,48,3,0
486,0,3,0,1,0,1,1969,41,5,1
180,2,2,0,0,0,1,1925,43,1,0
1145,0,0,0,0,1,6,918,37,2,0
442,0,2,0,1,1,1,1739,10,3,1
1113,2,2,1,0,0,3,2692,30,3,0
1204,1,1,0,0,0,7,194,18,0,0
576,0,5,0,0,0,5,671,16,6,1
566,1,0,0,0,0,0,1712,16,6,0
101,2,0,0,0,0,6,1584,12,0,0
1419,2,1,0,0,1,4,2843,8,2,0
1493,0,4,0,0,0,7,668,37,0,0
1302,1,1,0,0,1,8,319,25,2,0
96,1,2,0,0,0,8,1480,37,5,0
1311,1,5,0,0,0,9,850,36,2,0
21,2,1,0,0,0,5,2382,46,2,0
483,0,2,0,0,1,0,2057,1,5,0
1033,1,3,0,0,0,6,421,42,1,0
483,1,3,0,0,0,6,1258,8,3,1
1432,0,3,0,0,1,2,625,45,0,0
1340,2,4,0,0,1,1,1438,34,4,1
1425,2,3,0,1,0,8,2975,13,3,1
1199,2,0,0,0,0,5,2454,26,2,0
854,0,2,0,0,0,1,2317,8,2,0
1101,0,1,0,0,0,9,1671,21,7,1
489,0,4,0,0,0,8,2070,2,4,1
1294,1,3,0,0,0,3,2670,45,7,0
1340,0,2,1,0,0,3,1528,22,2,0
136,0,2,0,0,0,7,2611,32,4,0
591,2,1,0,0,0,0,2281,43,7,0
1466,0,2,0,1,0,9,1356,16,0,0
964,0,5,0,0,0,3,219,26,7,0
1461,0,3,1,0,1,9,299,24,2,1
597,2,5,0,0,0,0,281,20,7,0
632,2,1,0,0,0,7,2988,31,5,1
771,1,4,0,0,1,5,1101,34,2,1
26,1,5,0,0,0,8,1253,30,1,0
521,0,4,0,1,0,3,68,33,6,1
1433,1,0,0,0,0,3,686,40,2,0
92,0,3,0,0,0,9,947,42,7,1
377,1,2,0,0,1,1,2463,20,4,0
119,2,4,0,0,0,4,595,46,2,0
1203,2,4,0,1,0,3,155,32,1,0
58,0,4,0,0,0,6,2223,50,0,1
1448,2,5,0,0,0,6,1433,41,6,1
182,1,1,0,1,1,3,51,32,0,0
1002,0,4,0,0,0,9,1588,10,3,0
1223,1,5,0,0,0,6,2681,34,4,1
1470,1,4,0,0,1,6,2426,26,4,0
75,0,0,0,0,0,9,1064,1,7,0
788,0,2,0,0,1,1,936,2,6,0
705,1,4,0,0,0,7,2283,8,1,1
477,1,2,0,0,1,6,1358,17,4,0
279,2,2,0,0,0,9,69,23,4,0
304,1,0,1,0,0,3,870,40,4,0
1330,0,3,0,0,0,7,1345,42,4,1
449,1,1,1,0,0,3,301,33,6,0
543,1,2,0,0,0,2,2803,15,3,0
1060,2,0,0,0,0,9,1914,43,6,1
1354,1,0,0,0,0,5,751,17,7,0
56,2,2,0,0,0,3,1146,5,2,0
1075,0,1,0,0,0,5,1748,12,6,0
372,1,2,0,1,0,5,1953,33,7,1
1315,1,0,0,0,1,4,2022,44,1,0
870,1,3,0,0,0,7,2776,25,4,1
1275,0,2,0,0,1,0,190,19,2,0
1329,2,1,0,0,1,5,1940,25,1,0
176,0,4,0,0,1,1,1602,42,5,1
863,0,0,1,0,0,3,2361,27,5,0
1450,1,1,0,1,0,6,1072,11,2,0
462,0,3,0,0,0,7,1522,40,7,1
843,0,4,0,0,1,1,1382,15,7,1
1298,2,3,0,0,0,9,2168,6,1,0
1157,0,2,0,0,0,0,2703,49,3,0
468,0,4,0,0,0,5,1844,20,4,1
890,1,2,0,0,0,8,1315,33,1,0
1361,1,4,0,1,0,2,1466,22,4,1
1311,2,3,0,0,0,2,306,19,6,0
1449,0,3,1,0,1,1,1233,12,7,1
911,1,0,0,0,1,6,486,48,4,0
540,0,3,0,0,0,3,2484,31,0,0
7,0,4,0,0,0,3,2864,23,4,0
1067,0,1,0,0,1,9,1561,6,1,0
907,2,2,0,1,1,0,2358,28,2,0
1331,2,2,1,1,0,2,675,15,7,1
672,0,5,0,0,0,5,1586,16,1,0
1379,1,5,0,0,0,2,2323,45,0,0
867,0,5,0,0,0,6,2289,50,6,1
1217,1,0,0,0,0,3,1430,41,2,0
1125,2,2,0,0,0,3,205,7,1,0
1022,1,2,0,0,0,0,2792,45,1,0
1405,0,3,0,0,0,0,2839,20,4,0
512,1,4,1,0,1,4,2563,17,3,1
39,1,1,0,0,1,1,1145,17,4,1
1062,0,4,0,0,1,5,816,12,4,0
1089,1,1,0,0,0,5,1090,39,5,1
1056,2,4,0,1,0,5,771,20,3,1
617,2,2,0,1,0,2,2560,48,7,0
1471,1,5,0,0,0,5,1824,10,1,0
434,0,0,0,0,1,2,1063,41,0,0
979,2,3,0,0,0,9,2271,46,1,0
713,2,0,0,0,1,9,2170,30,2,0
455,0,5,0,0,1,9,1239,32,3,1
1473,0,4,0,0,0,5,1968,42,6,1
88,0,2,0,1,0,5,265,13,0,0
580,0,3,0,0,1,6,66,23,5,1
527,2,0,0,0,1,5,530,33,7,1
1313,2,1,0,0,0,7,59,12,2,0
414,2,1,0,0,0,2,1329,25,4,0
1193,2,0,0,0,0,9,1371,34,6,1
1370,1,4,0,0,1,3,201,34,6,1
138,0,3,0,0,1,4,2086,18,6,0
242,1,2,0,1,1,5,1801,49,3,1
1367,0,1,0,0,0,6,2849,21,0,0
933,1,1,0,1,0,9,2827,37,5,1
1427,0,5,0,0,0,5,990,14,6,1
93,0,5,0,0,0,1,748,49,3,0
1001,2,5,0,0,0,4,609,16,7,0
1112,0,1,0,0,0,6,1330,38,7,1
265,2,1,0,0,0,4,2757,8,0,0
206,0,4,0,0,0,4,104,8,1,0
1200,2,4,0,0,1,0,597,48,4,1
1436,1,0,0,0,0,9,2977,40,0,0
166,2,3,0,0,0,4,698,9,5,0
744,1,0,0,0,0,8,2618,14,5,0
246,2,5,0,0,0,3,1976,22,6,0
68,1,1,1,1,0,7,82,9,2,0
215,0,0,1,0,1,9,1727,46,1,1
574,1,1,0,0,1,0,2392,5,6,0
1426,2,0,0,0,0,8,2446,10,7,0
111,2,3,0,1,0,5,675,41,5,1
1297,0,1,0,0,1,3,1210,31,1,0
897,2,1,0,0,0,4,609,41,4,0
33,1,0,0,1,0,5,2171,33,3,0
1023,1,2,0,1,0,7,155,33,7,1
600,0,0,0,0,0,7,2978,19,7,0
265,2,5,1,0,0,8,547,31,4,0
693,2,0,0,0,0,0,1549,30,6,0
1202,0,3,0,0,0,6,1397,2,6,1
510,1,4,0,1,0,1,2304,35,7,1
1156,0,5,0,1,0,2,731,6,4,0
103,2,4,0,0,0,6,2674,30,7,1
48,0,2,0,0,0,9,2995,21,6,0
281,1,0,0,0,0,3,2307,48,6,0
450,1,1,0,0,0,6,110,41,7,0
262,1,1,0,0,0,0,394,15,1,0
472,0,1,0,0,0,9,2546,40,6,0
918,1,4,0,0,0,3,1808,29,3,0
262,0,5,1,0,0,4,490,1,1,0
1135,1,5,0,0,0,2,1553,3,3,0
860,1,2,0,0,0,9,732,37,7,0
711,1,2,0,0,0,6,2514,32,2,0
1068,1,5,0,0,0,5,2280,8,2,0
474,0,4,0,0,1,7,1732,3,3,1
306,2,2,0,0,1,3,99,2,7,0
374,0,0,0,0,0,1,2212,22,3,0
44,2,0,0,0,1,2,549,30,2,0
1132,0,5,0,0,0,9,901,35,6,0
831,2,2,0,0,1,7,1747,40,4,1
539,2,4,0,1,0,9,1788,17,5,1
937,0,0,0,0,0,3,1935,11,3,0
351,2,0,0,1,1,9,2072,12,7,1
934,2,5,0,0,1,5,1944,47,5,1
819,1,4,0,0,0,2,1084,33,7,0
102,0,0,0,0,0,7,2295,39,7,0
666,0,5,0,0,0,0,819,47,3,0
1131,1,4,1,0,0,3,2567,8,3,0
149,1,0,0,0,0,6,56,14,4,0
1237,2,0,0,0,0,4,2557,28,2,0
559,2,2,0,0,1,2,1538,20,6,1
259,1,3,0,0,0,6,2563,49,3,0
354,2,3,0,0,0,4,704,17,7,1
554,0,4,0,1,1,3,1709,44,5,1
931,2,4,0,1,0,6,2133,30,1,1
1044,2,4,0,0,0,8,2305,12,1,0
711,1,1,0,0,1,5,2458,39,4,0
225,0,2,0,0,0,8,306,11,1,0
484,2,5,0,0,1,1,2589,1,0,0
22,2,0,0,0,0,8,2485,40,4,1
1246,0,3,0,0,1,8,171,39,4,1
114,1,5,0,0,1,5,1270,36,4,1
998,0,4,0,1,0,3,606,38,7,1
352,1,0,0,0,0,3,2591,7,3,0
1344,0,2,0,0,0,7,1998,2,6,0
856,2,4,0,0,0,7,1473,6,5,0
642,1,3,0,0,0,3,340,13,5,0
1056,1,5,0,0,0,0,239,46,6,0
1490,2,3,0,0,0,6,2318,40,2,0
633,1,4,0,0,0,8,1955,22,6,0
1322,2,5,0,0,0,7,1434,13,5,0
903,0,4,0,1,0,4,33,47,5,0
478,1,5,0,0,0,8,2276,18,1,0
1025,2,0,0,0,0,7,2906,49,3,0
683,1,0,0,0,1,9,2891,18,7,1
1229,1,2,0,0,1,5,393,22,3,0
783,2,2,0,0,0,9,1401,43,6,0
1301,1,2,0,1,1,6,1160,18,3,0
1287,0,2,0,1,0,8,516,9,6,1
464,0,5,1,0,0,4,1627,3,0,1
292,1,2,0,0,1,5,827,19,4,1
687,2,5,0,0,0,1,847,13,4,0
405,2,4,0,0,0,3,1097,35,4,0
679,0,3,0,0,0,0,1472,12,6,0
975,2,0,0,1,0,2,488,10,1,0
489,0,2,0,0,0,5,1990,14,1,0
957,0,2,0,0,0,8,2400,15,1,0
1213,0,3,0,1,0,0,2028,4,2,0
1356,1,5,0,0,1,3,2660,41,5,1
381,0,3,0,0,0,1,821,17,1,0
143,0,0,0,0,0,0,940,34,5,0
1144,1,2,0,1,0,4,1616,41,7,0
1277,1,3,0,0,1,9,452,43,0,0
827,0,1,0,0,0,7,987,2,4,0
248,1,0,0,0,0,5,1298,6,2,0
997,2,3,0,0,0,3,2641,40,1,0
1002,2,1,0,0,0,6,1048,50,0,0
1092,1,5,0,0,0,7,493,43,0,0
1393,1,1,0,0,0,7,1576,22,6,0
890,2,2,0,0,0,1,2435,28,2,0
405,1,4,0,0,1,6,1294,13,1,1
409,2,4,0,0,1,2,496,26,7,0
931,1,1,0,0,0,2,2009,9,3,0
1153,1,5,0,0,1,5,768,19,3,0
1420,0,2,0,0,0,7,576,26,1,0
591,2,2,0,0,0,9,1047,23,4,0
1336,2,4,1,1,0,6,2361,30,0,1
3,1,3,0,0,0,0,2897,46,7,1
307,0,0,0,0,0,3,744,47,6,0
1183,1,3,0,0,0,2,676,44,6,0
1010,1,5,0,0,0,8,2883,11,4,1
894,1,5,0,0,0,7,1797,40,3,1
1075,0,3,0,0,0,0,29,1,3,0
822,1,2,0,0,1,9,651,45,3,1
969,1,2,0,0,0,8,278,50,2,0
511,0,1,0,0,0,1,2677,33,2,0
597,2,5,0,0,0,0,2302,9,5,0
1434,1,2,0,0,0,5,2563,43,5,1
948,0,3,0,0,1,0,2536,11,6,1
722,1,3,0,0,0,6,1762,26,4,1
552,0,1,0,0,0,4,283,21,2,0
402,0,4,0,0,0,2,1309,9,0,0
181,0,3,0,0,0,4,2425,1,5,0
260,1,3,0,1,0,5,1804,27,1,1
56,0,2,0,1,0,7,2603,30,2,1
860,2,0,0,0,0,7,613,50,3,1
398,2,4,0,1,1,0,1702,21,3,0
127,2,1,0,0,1,0,1580,6,2,0
44,0,3,0,0,0,4,2602,14,5,0
959,1,4,0,0,0,8,1038,23,0,1
494,1,0,1,0,0,9,113,39,4,1
973,2,3,1,0,0,1,483,1,1,0
1452,0,4,0,0,0,4,2298,32,3,0
862,1,0,0,0,1,0,2444,31,7,0
1273,1,3,1,0,1,4,2908,42,1,1
1069,1,4,0,0,0,4,2795,44,6,0
34,1,3,0,0,0,4,2398,20,5,1
783,2,0,0,1,0,0,466,46,7,0
543,1,3,0,0,0,5,748,48,6,0
317,0,3,0,0,0,0,540,12,1,0
961,2,0,0,0,0,9,2615,11,2,0
698,0,4,0,0,0,8,1267,1,1,0
1432,2,1,0,0,0,2,2853,20,0,0
652,2,5,0,0,1,4,1608,26,0,0
104,1,0,0,0,1,2,2599,12,1,0
261,2,2,0,0,0,1,2596,22,5,0
331,2,5,0,0,0,2,1622,13,3,0
568,2,0,0,0,0,0,2246,17,5,0
27,0,0,0,0,0,2,68,24,3,0
320,2,5,0,0,0,9,2480,40,4,1
849,1,3,0,0,0,9,1033,1,1,0
36,1,2,0,0,1,3,2927,30,3,0
725,0,5,0,0,0,0,1872,28,7,1
140,0,2,0,0,0,5,845,28,5,0
925,1,5,0,0,0,5,2321,18,6,1
434,1,5,0,0,0,0,889,12,0,0
673,0,1,0,0,0,4,591,40,3,0
295,1,4,0,0,0,3,706,47,6,1
61,0,4,0,0,0,7,1812,48,0,0
970,0,5,0,0,0,8,983,26,0,1
1018,0,2,0,0,0,9,1616,11,0,0
1289,0,4,1,0,0,4,1635,38,7,1
628,2,0,0,0,0,7,2718,15,6,1
1038,1,1,0,0,0,1,2203,1,7,0
1080,1,1,0,0,0,7,485,4,2,0
289,0,1,0,0,0,2,1382,20,1,0
188,1,1,0,0,0,1,2465,34,7,0
192,0,5,0,0,0,2,1872,36,2,0
1075,1,5,0,0,0,7,463,4,6,0
410,1,1,0,0,1,0,1009,50,7,0
999,0,4,0,0,0,9,1484,6,0,1
98,2,4,0,0,0,3,1181,38,5,1
969,0,0,0,0,0,7,2215,15,4,0
955,0,3,0,0,0,1,2368,34,6,0
812,0,3,0,0,0,4,1402,43,6,0
1490,1,1,0,0,0,2,2039,6,5,0
216,1,0,0,0,0,2,1767,9,3,0
227,1,2,1,0,0,5,906,5,2,0
868,1,2,0,0,0,7,2846,19,1,0
840,2,1,0,0,0,7,392,44,6,0
1085,0,4,0,0,0,5,2303,15,2,1
1210,0,1,1,0,0,5,1116,32,2,1
1047,0,2,0,0,0,2,2665,12,2,0
154,1,5,0,0,0,9,352,1,4,0
843,0,1,0,0,1,7,456,26,2,1
411,2,3,0,0,1,7,223,19,3,0
287,1,0,0,0,0,4,1660,3,0,0
296,0,4,0,0,1,9,1423,34,4,1
765,2,3,0,0,1,4,1888,11,5,0
1386,1,5,0,0,1,4,918,50,2,0
1421,2,2,0,0,0,1,2257,19,5,0
296,0,0,0,0,0,8,2600,10,2,0
554,2,0,0,0,0,6,1415,4,0,0
655,1,3,0,0,0,8,111,41,6,1
1457,1,5,0,0,0,0,1515,7,2,0
197,0,4,0,1,0,3,2968,39,2,0
109,0,4,0,1,0,0,2105,25,1,0
1496,0,5,0,0,0,4,1122,26,2,0
1259,0,3,0,0,0,9,508,3,0,0
1229,2,3,0,1,0,4,1465,26,0,0
803,0,5,0,0,1,8,999,49,1,1
1038,2,2,0,0,1,0,1494,26,0,0
889,0,5,0,0,1,2,1472,15,4,1
377,0,4,0,0,0,9,1040,38,7,1
517,0,1,0,0,0,5,1520,6,4,0
275,0,4,0,0,0,3,320,48,4,0
1436,1,1,1,0,0,4,1938,11,3,0
1424,1,5,0,0,0,7,584,15,2,0
1252,2,4,1,0,0,5,2426,28,6,1
203,2,4,0,0,0,4,2430,49,6,0
292,0,3,0,0,0,9,2355,31,3,1
660,0,0,0,1,0,4,1350,15,3,0
43,2,3,0,0,0,1,638,29,7,1
14,2,5,0,0,1,6,1175,45,5,1
1123,1,0,0,0,0,4,852,34,2,0
160,1,0,1,0,1,3,1927,14,4,0
1078,0,0,0,0,0,4,1993,27,5,0
1049,1,2,1,0,0,9,879,17,5,1
523,2,2,0,0,0,1,2575,12,6,0
572,2,5,0,0,0,2,989,24,6,0
142,0,4,0,1,1,7,585,10,6,1
453,2,2,0,0,0,0,1743,46,0,0
797,0,0,0,0,0,7,2234,38,6,0
976,2,0,0,0,1,2,90,50,3,0
1242,1,4,1,0,0,5,2224,27,7,1
698,2,0,0,0,1,4,2214,27,0,0
635,0,1,0,0,0,0,1710,3,7,0
329,0,5,0,0,0,0,1496,44,3,0
720,1,0,0,0,1,9,1145,24,7,0
177,0,0,1,0,0,8,1465,12,2,0
379,1,3,0,0,0,4,1508,42,2,0
1133,1,1,0,0,1,8,2882,50,7,1
521,0,4,0,0,1,9,241,38,0,1
92,1,0,0,0,0,3,436,46,6,0
763,1,3,1,1,1,6,1405,28,7,1
902,0,4,0,0,0,3,641,18,0,0
1342,1,0,0,1,0,9,280,49,2,0
193,1,5,0,0,0,7,367,6,3,0
1091,1,3,0,0,0,0,73,10,6,0
473,2,0,0,0,1,0,1144,22,7,0
1242,1,4,0,0,1,3,2545,45,7,1
82,2,0,0,0,0,8,754,44,5,0
671,2,5,1,0,1,0,1903,36,7,1
737,0,5,0,0,0,1,2471,47,0,0
1132,0,3,0,0,0,8,1078,28,3,1
368,1,0,0,0,0,7,2944,39,6,1
348,2,5,0,0,1,3,1644,15,5,1
419,2,0,0,0,0,2,2744,16,0,0
880,0,0,0,0,0,5,1239,8,2,0
1020,1,3,0,0,0,5,424,41,7,0
665,1,3,0,0,1,8,1205,19,2,1
583,1,4,0,0,1,7,712,27,5,1
450,1,4,0,0,0,2,1624,9,7,0
318,2,5,0,0,0,0,2683,3,3,0
229,0,4,0,0,0,3,1751,30,3,0
1154,1,4,0,0,0,5,2029,45,0,0
225,0,2,0,0,1,7,325,26,6,0
849,1,3,1,0,1,7,2789,5,1,1
958,1,3,0,0,0,2,2131,12,3,0
1464,0,0,0,0,0,9,2643,26,0,0
802,1,5,0,0,0,5,2760,43,2,0
488,1,4,0,0,0,3,2787,38,0,0
997,2,5,0,0,1,9,972,4,4,1
1500,1,1,0,0,0,0,2795,17,3,0
42,2,1,0,0,0,8,104,21,3,0
174,0,0,0,0,0,9,2879,36,2,0
333,0,3,0,0,1,0,1587,8,6,0
14,2,3,0,0,0,3,362,1,5,0
214,0,5,0,0,0,8,2048,37,4,1
1227,2,5,0,0,1,5,2164,36,2,1
796,2,1,1,0,0,9,802,6,7,1
1232,1,2,0,0,0,9,84,15,7,0
1452,0,2,0,0,0,5,2844,19,5,0
50,0,1,0,0,1,7,482,48,1,0
876,1,4,0,0,0,0,2681,6,5,0
709,1,3,0,0,1,4,2615,24,3,0
591,1,4,0,1,0,6,936,30,0,1
1265,1,5,1,0,0,9,807,8,5,1
681,1,4,0,0,0,4,2202,40,3,1
514,2,0,0,0,0,6,2846,22,5,0
1082,2,2,0,0,0,2,465,20,4,0
453,0,3,0,0,1,4,2742,18,1,0
663,0,3,0,0,0,3,2458,7,3,0
548,2,5,0,0,0,0,944,15,7,0
1101,2,5,0,0,1,2,2351,22,2,0
483,2,3,0,0,0,4,1766,38,3,0
1010,0,0,0,0,0,8,586,36,6,0
632,1,0,0,0,0,7,2057,45,2,0
604,0,4,0,0,0,4,954,12,3,0
970,1,0,0,0,0,7,2979,11,3,0
1316,1,3,0,0,1,0,1461,37,7,1
350,2,4,0,0,0,1,562,4,5,0
246,1,4,0,0,0,8,2712,32,2,0
417,0,2,1,0,0,4,2611,49,7,0
1101,2,3,0,0,0,4,633,47,4,1
1218,2,3,0,0,0,4,333,24,7,0
969,2,2,0,0,0,7,1008,2,5,0
608,1,0,0,0,0,6,1969,37,6,1
29,1,4,0,0,0,8,2630,9,3,0
902,0,2,0,0,0,8,315,42,7,0
1409,0,5,0,1,0,7,2672,8,2,1
183,0,3,0,0,1,0,116,2,5,0
553,1,3,0,0,0,9,2633,12,6,0
1253,1,5,0,0,1,0,552,1,5,1
1374,1,0,0,0,0,6,1951,18,0,0
1014,1,0,1,0,0,2,2708,39,5,0
24,1,4,0,0,0,4,1751,39,0,1
1321,0,0,1,0,0,2,1923,31,6,1
421,1,4,0,0,1,2,2030,37,1,1
616,2,1,0,0,0,9,1219,14,3,0
660,2,5,0,0,0,0,1260,28,4,0
219,1,2,0,0,0,2,2557,11,6,0
269,1,5,0,0,1,9,2634,14,6,1
986,2,1,0,0,0,4,751,32,1,0
1411,1,1,0,0,0,9,384,27,5,0
1492,0,0,1,1,0,0,1611,22,0,1
278,1,2,0,0,0,8,435,46,2,0
425,2,4,0,0,0,5,2796,33,0,1
1289,1,0,0,0,1,7,182,47,6,1
301,0,3,1,0,1,3,1842,31,1,1
1021,1,0,0,0,0,3,2523,37,3,0
1440,0,5,0,0,0,7,570,46,3,1
254,2,5,0,0,0,2,513,29,5,0
817,0,2,0,0,1,4,177,42,4,0
437,1,1,0,0,0,8,1443,17,7,0
1446,1,5,0,0,0,5,115,40,0,0
410,1,3,0,0,0,9,1935,8,4,1
1099,2,3,0,1,0,1,945,39,5,1
330,0,0,0,0,0,5,2734,1,6,0
825,2,4,0,0,0,7,1914,36,7,1
1100,2,4,0,0,1,3,633,38,0,0
1152,1,0,0,0,0,1,572,7,7,0
786,2,4,0,1,1,8,1073,21,5,1
8,1,1,0,0,0,9,2283,39,0,1
1061,2,2,1,0,0,3,2675,23,6,0
1093,0,3,0,0,0,0,798,50,6,0
1353,2,2,0,0,0,0,152,46,5,0
741,0,5,0,0,1,4,1772,9,2,1
1383,0,4,0,0,0,0,2787,48,2,0
1289,2,2,0,1,0,2,2344,33,7,1
929,0,1,0,0,0,8,701,3,5,0
322,0,2,0,1,0,1,2323,9,6,1
723,1,0,0,0,1,5,891,4,7,0
1178,2,2,0,1,0,7,1637,24,6,0
450,0,3,0,1,0,5,2989,29,7,1
1083,2,3,0,0,0,2,487,4,1,0
1024,1,3,1,0,0,7,2505,38,0,1
1362,1,3,1,0,0,6,2819,3,0,0
1416,2,1,0,0,0,3,769,44,6,0
1381,1,1,0,0,0,8,993,50,4,0
1122,2,5,0,0,0,8,2233,44,5,1
501,0,0,0,0,1,0,363,15,4,0
1063,0,0,0,0,1,3,2642,32,5,0
1093,1,5,0,0,1,4,2026,23,0,0
969,2,1,0,1,1,3,494,5,7,0
569,0,4,0,0,0,2,1634,20,3,0
123,2,0,0,0,0,0,454,9,4,0
1151,1,2,0,0,1,3,2906,47,7,1
77,2,0,0,0,0,8,2895,6,0,0
267,1,4,0,0,0,3,694,34,3,1
357,2,0,0,1,1,9,295,40,1,1
1206,0,1,0,1,0,4,1118,13,7,0
1386,2,4,0,0,0,4,2168,29,2,0
1192,0,4,0,0,1,6,1906,22,3,1
770,0,1,0,0,1,9,2334,40,4,1
732,2,1,0,0,0,1,2995,23,2,0
931,2,1,0,1,0,6,2101,26,6,1
1244,1,3,0,0,1,7,277,38,3,1
1171,1,0,1,0,0,3,539,44,1,0
677,1,1,0,0,1,3,2405,44,0,0
1118,2,1,0,0,0,6,2024,47,5,0
319,1,3,0,1,1,5,1777,43,2,1
289,1,0,0,0,1,8,2790,48,4,1
816,2,0,0,0,0,7,2792,3,7,0
226,1,0,1,0,0,0,1534,43,6,1
171,0,1,0,0,0,8,591,13,1,0
61,0,5,0,0,0,0,1655,43,1,0
1340,2,3,0,0,0,8,1260,38,5,1
572,0,1,0,0,0,8,2301,47,0,1
1228,1,0,0,0,1,7,66,47,0,0
408,2,2,0,0,1,2,2816,9,4,0
525,0,1,0,0,0,6,314,2,1,0
1489,0,4,1,0,0,5,2253,44,5,1
1069,0,1,0,0,1,2,1140,37,6,0
1343,2,5,0,0,0,0,2652,5,7,0
754,2,5,0,0,0,0,233,7,5,0
1376,0,1,0,0,0,2,1070,15,7,0
1358,0,4,0,0,0,5,2802,41,7,0
834,1,4,1,0,0,7,1338,39,5,1
887,1,5,0,0,0,4,934,17,4,1
286,0,4,0,0,0,6,1303,42,1,0
712,0,1,0,0,0,1,2476,20,4,0
1459,1,0,0,0,0,8,2563,27,6,0
374,1,3,0,0,1,4,730,30,5,1
447,2,1,0,1,1,8,2831,39,0,1
1238,2,5,0,0,0,7,2613,38,4,1
82,1,3,0,1,0,8,1812,14,4,1
173,0,0,0,0,0,8,1921,34,2,0
161,1,2,0,1,0,1,1284,39,7,0
165,0,2,0,0,1,9,2390,5,4,0
242,2,4,0,0,0,8,293,3,2,0
780,2,3,0,0,0,9,222,46,3,1
246,0,1,0,0,0,9,2811,30,0,0
310,0,4,0,0,0,7,789,28,0,0
207,2,4,0,0,1,3,1433,42,3,0
1349,1,4,0,0,0,4,2951,12,2,0
698,1,2,0,0,1,7,1922,27,7,1
1395,0,2,0,0,0,5,2442,38,7,0
574,1,0,0,0,0,4,1515,40,4,0
695,2,1,0,0,0,9,646,29,0,0
920,1,4,0,0,0,4,2271,26,0,0
291,2,1,0,0,1,9,1675,25,3,0
19,1,1,0,0,0,0,440,20,0,0
1415,0,3,0,0,0,7,850,35,1,0
586,1,0,0,0,0,4,417,20,6,0
679,2,5,0,0,0,5,419,17,7,0
604,1,2,0,0,0,6,1811,37,4,1
1356,2,3,0,0,0,9,1645,42,2,0
447,0,0,0,0,0,7,2421,34,7,0
920,2,3,0,0,0,4,2793,41,3,0
1160,1,2,0,0,0,8,727,13,5,0
523,0,3,0,0,1,8,2058,27,2,1
128,0,2,0,0,1,2,1753,32,3,0
1262,2,0,0,0,0,0,1504,39,2,0
156,1,4,1,0,0,6,2055,19,5,1
685,0,4,0,0,0,1,2765,22,4,0
1142,2,0,0,0,1,1,1820,48,7,0
1213,0,1,0,0,0,4,1486,14,1,0
369,0,4,0,0,0,5,2463,45,6,0
1057,0,5,0,0,0,4,1726,24,2,0
1196,1,4,0,1,1,8,1658,14,7,1
173,2,0,0,0,0,5,2086,19,7,1
251,2,0,0,0,0,2,1437,50,1,0
404,2,1,0,0,0,7,2906,17,6,0
379,1,2,1,0,0,6,1088,30,7,1
565,2,1,0,1,1,1,2947,36,3,1
736,1,4,0,0,0,9,2568,29,1,0
725,0,1,0,0,0,9,2386,19,1,0
642,2,3,0,0,0,8,402,5,5,0
980,2,1,0,0,0,7,2949,4,7,0
141,1,0,0,1,1,3,163,30,4,0
11,0,2,0,0,0,7,979,21,4,1
1486,0,1,0,0,1,5,1113,15,2,0
1262,1,0,0,1,0,5,754,47,4,1
1434,0,4,0,0,0,5,2543,15,2,0
1076,1,5,0,0,0,6,2653,42,3,0
456,1,5,0,0,1,5,2391,16,7,1
1406,0,2,1,0,0,2,1064,3,2,0
1283,0,2,0,0,0,0,1390,42,5,0
760,1,3,0,0,1,9,2836,5,4,1
516,0,3,1,0,1,7,877,47,1,1
43,0,3,0,0,0,4,818,46,5,1
451,0,0,0,0,0,1,1163,49,2,0
1411,2,1,0,0,1,3,366,44,3,0
3,0,3,0,0,1,3,2608,5,4,1
66,2,2,0,0,0,6,2148,11,1,0
665,1,1,0,0,1,8,829,12,0,0
938,0,4,0,0,0,8,1710,38,2,1
942,0,4,0,0,0,3,513,14,2,0
1412,2,2,0,0,0,0,470,16,4,0
1267,1,5,0,0,0,3,1160,17,6,1
1275,1,0,0,0,0,1,2346,32,3,0
685,2,5,0,1,1,4,1428,42,4,1
521,1,1,0,0,0,8,1040,25,6,1
623,0,1,0,0,1,5,1600,14,0,0
760,1,4,0,0,1,9,1376,19,0,1
1465,0,5,0,0,1,6,1547,7,4,1
1135,1,1,0,0,0,4,2618,47,2,0
509,2,2,1,1,0,6,2658,37,1,1
673,2,5,0,0,0,9,2255,41,3,0
1178,1,2,0,0,0,1,770,18,5,0
57,1,4,0,0,0,2,759,24,6,0
990,2,4,0,0,0,1,1380,23,4,1
983,0,4,0,0,0,4,1925,41,0,1
1056,1,3,0,0,0,4,2510,25,3,0
